GBS.name..Sample.Flowcell.Lane.Well.,Additional.file.1.xlsx..Romay.et.al..2013.,Inbred.name,Source,Accession,Seed.lot,Notes
Ames30794:D0D0BACXX:3:D9,GEMN-0179,GEMN-0179,NCRPIS,AMES 30794,12088,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30795:D0D0BACXX:3:D5,GEMS-0180,GEMS-0180,NCRPIS,AMES 30795,12122,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30796:D0D0BACXX:3:G3,GEMS-0181,GEMS-0181,NCRPIS,AMES 30796,12136,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30797:D0D0BACXX:3:F9,GEMS-0182,GEMS-0182,NCRPIS,AMES 30797,12086,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30798:D0D0BACXX:4:F3,GEMS-0183,GEMS-0183,NCRPIS,AMES 30798,12197,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30799:D0D0BACXX:3:H12,GEMS-0184,GEMS-0184,NCRPIS,AMES 30799,12175,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30862:D0D0BACXX:4:G9,NC44,NC44,NCRPIS,AMES 30862,12554,
Ames30863:D0D0BACXX:4:F7,NC87,NC87,NCRPIS,AMES 30863,12482,
Ames30864:D0D0BACXX:3:C12,NC89,NC89,NCRPIS,AMES 30864,11218,
Ames30865:D0D0BACXX:4:H9,SC76,SC76,NCRPIS,AMES 30865,12697,
Ames30866:D0D0BACXX:4:E7,GEMN-0194,GEMN-0194,NCRPIS,AMES 30866,12230,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30867:D0D0BACXX:4:H11,GEMN-0195,GEMN-0195,NCRPIS,AMES 30867,12295,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30868:D0D0BACXX:4:G11,GEMN-0196,GEMN-0196,NCRPIS,AMES 30868,12296,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30869:D0D0BACXX:4:E1,GEMN-0197,GEMN-0197,NCRPIS,AMES 30869,12282,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames30870:D0D0BACXX:4:A1,GEMN-0198,GEMN-0198,NCRPIS,AMES 30870,12286,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
Ames7870:81FE8ABXX:7:H3,F44,F44,NCRPIS,AMES 7870,88ncab01 SD,
Ames7871:81N4HABXX:1:C9,F6,F6,NCRPIS,AMES 7871,87ncao01 SD,
Ames8396:81N4HABXX:5:D10,A632HT,A632HT,NCRPIS,AMES 8396,92ncai01 SD,
Ames8397:81FE7ABXX:5:G6,B73HT,B73HT,NCRPIS,AMES 8397,90ncai01 SD,
Ames8399:81N4HABXX:5:C11,W117HT,W117HT,NCRPIS,AMES 8399,04ncai01 SD,
CIze127:81FE7ABXX:1:E2,CI127,CI 127,NCRPIS,CIZE 127,00ncai01 SD,
CIze21:81FE7ABXX:2:F10,CI21E,CI 21E,NCRPIS,CIZE 21,02ncai01 SD,
CIze23:81FENABXX:4:G6,CI23,CI 23,NCRPIS,CIZE 23,03ncai01 SD,
CIze27:81FE7ABXX:2:E1,CI27,CI 27,NCRPIS,CIZE 27,03ncai01 SD,
CIze28:81FE7ABXX:2:G10,CI28A,CI 28A,NCRPIS,CIZE 28,03ncai01 SD,
CIze28:81FE7ABXX:3:E5,CI28A,CI 28A,NCRPIS,CIZE 28,03ncai02 SD,
CIze28:D0D0BACXX:4:B5,CI28A,CI 28A,NCRPIS,CIZE 28,12592,
CIze28:D0D0BACXX:4:H4,CI28A,CI 28A,NCRPIS,CIZE 28,12574,
CIze29:81FE7ABXX:2:G6,CI29B,CI 29B,NCRPIS,CIZE 29,03ncai01 SD,
CIze3:81FE7ABXX:2:E7,CI3,CI 3,NCRPIS,CIZE 3,03ncai01 SD,
CIze317:81FE7ABXX:2:F6,CI317B,CI 317B,NCRPIS,CIZE 317,00ncai01 SD,
CIze38:81FE7ABXX:2:A9,CI38B,CI 38B,NCRPIS,CIZE 38,00ncai01 SD,
CIze40:81FENABXX:4:E3,CI40A,CI 40A,NCRPIS,CIZE 40,03ncai01 SD,
CIze42:81FENABXX:4:C3,CI42A,CI 42A,NCRPIS,CIZE 42,02ncai01 SD,
CIze44:81FE7ABXX:1:G2,not included,CI 44,NCRPIS,CIZE 44,03ncai02 SD,
CIze44:81FE7ABXX:2:C9,not included,CI 44,NCRPIS,CIZE 44,03ncai01 SD,
CIze44:D0D0BACXX:4:A5,not included,CI 44,NCRPIS,CIZE 44,12586,
CIze44:D0D0BACXX:4:G4,not included,CI 44,NCRPIS,CIZE 44,12563,
CIze45:81FENABXX:3:E10,CI45,CI45,NCRPIS,CIZE 45,03ncai01 SD,
CIze49:81FENABXX:3:C10,CI49A,CI 49A,NCRPIS,CIZE 49,03ncai01 SD,
CIze64:81FE7ABXX:1:G10,CI64,CI 64,NCRPIS,CIZE 64,00ncai01 SD,
CIze7:81FE7ABXX:3:H1,CI7,CI7,NCRPIS,CIZE 7,02ncai01 SD,
CIze7:D0D0BACXX:4:E10,CI7,CI7,NCRPIS,CIZE 7,12319,
CIze81:81FENABXX:5:F5,CI81B,CI 81B,NCRPIS,CIZE 81,03ncai01 SD,
CIze82:81FENABXX:5:E8,CI82A,CI 82A,NCRPIS,CIZE 82,03ncai01 SD,
CIze83:81FE7ABXX:2:D1,CI83A,CI 83A,NCRPIS,CIZE 83,03ncai01 SD,
CIze85:81FE7ABXX:1:F2,CI85B,CI 85B,NCRPIS,CIZE 85,00ncai01 SD,
CIze86:81FENABXX:3:H9,CI86B,CI 86B,NCRPIS,CIZE 86,00ncai01 SD,
CIze88:81FE7ABXX:1:C3,CI88A,CI 88A,NCRPIS,CIZE 88,00ncai01 SD,
CIze89:81FE7ABXX:3:F5,CI89B,CI 89B,NCRPIS,CIZE 89,00ncai01 SD,
CIze90:81FE7ABXX:2:B2,CI90A,CI90A,NCRPIS,CIZE 90,99ncai01 SD,
CIze91:81FENABXX:3:E9,not included,CI 91B,NCRPIS,CIZE 91,00ncai01 SD,
CIze91:D0D0BACXX:4:G2,not included,CI 91B,NCRPIS,CIZE 91,12788,
MR01_(Araguito)_S6:81FE8ABXX:4:A11,MR01AraguitoS6,MR01 (Araguito) S6,NCRPIS,AMES 30522,,inbred maize landrace line developed by John Doebley from accession VEN 568 (NRC)
MR02_(Assiniboine):81N4HABXX:1:F1,MR02Assiniboine,MR02 (Assiniboine) S6,NCRPIS,AMES 30523,,inbred maize landrace line developed by John Doebley from accession PI213793 (NCRPIS)
MR05_(Cateto)_S6:81N4HABXX:1:H1,MR05CatetoS6,MR05 (Cateto) S6,NCRPIS,AMES 30524,,inbred maize landrace line developed by John Doebley from accession BOV 635 (NRC)
MR08_(Costeno)_S6:81N4HABXX:1:A3,MR08CostenoS6,MR08 (Costeno) S6,NCRPIS,AMES 30526,,inbred maize landrace line developed by John Doebley from accession VEN 453 (ICA)
MR09_(Cravo_Riogranense)_S6:81FE8ABXX:4:F11,MR09CravoRiogranenseS6,MR09 (Cravo Riogranense) S6,NCRPIS,AMES 30527,,inbred maize landrace line developed by John Doebley from accession RGS VII (CIMMYT)
MR11_(Cuban_Flint)_S6:81FE8ABXX:4:E9,MR11CubanFlintS6,MR11 (Cuban Flint) S6,NCRPIS,AMES 30529,,inbred maize landrace line developed by John Doebley from accession CUB 65 (CIMMYT)
MR14_(Longfellow_Flint):81FENABXX:7:C1,MR14LongfellowFlint,MR14 (Longfellow Flint) S5,NCRPIS,AMES 30531,,inbred maize landrace line developed by John Doebley from accession PI217408 (NCRPIS)
MR19_(Santo_Domingo):81N4HABXX:1:F3,MR19SantoDomingo,MR19 (Santo Domingo) S6,NCRPIS,AMES 30533,,inbred maize landrace line developed by John Doebley from accession PI218130 (NCRPIS)
MR20_(Shoe_Peg)_S7:81N4HABXX:1:B2,MR20ShoePegS7,MR20 (Shoe Peg) S7,NCRPIS,AMES 30534,,inbred maize landrace line developed by John Doebley from accession PI269743 (NCRPIS)
MR20_(Shoe_Peg):81N4HABXX:1:G2,MR20ShoePegS7,MR20 (Shoe Peg) S7,NCRPIS,AMES 30534,,inbred maize landrace line developed by John Doebley from accession PI269743 (NCRPIS)
MR22_(Tuxpeno)_S6:81FE8ABXX:4:A9,MR22TuxpenoS6,MR22 (Tuxpeno) S6,NCRPIS,AMES 30535,,inbred maize landrace line developed by John Doebley from accession TAM 125 (INIFAP)
MR23_(Zapalote_Chico)_S6:81FE8ABXX:4:H10,MR23ZapaloteChicoS6,MR23 (Zapalote Chico) S6,NCRPIS,AMES 30536,,inbred maize landrace line developed by John Doebley from accession OAX 70 (CIMMYT)
MR25_(Poropo)_S5:81N4HABXX:1:E3,MR25PoropoS5,MR25 (Poropo) S5,NCRPIS,AMES 30537,,inbred maize landrace line developed by John Doebley from accession BOV 587 (NRC)
MR25_(Poropo)_S5:C07W2ACXX:1:E3,MR25PoropoS5,MR25 (Poropo) S5,NCRPIS,AMES 30537,,inbred maize landrace line developed by John Doebley from accession BOV 587 (NRC)
MR25_(Poropo)_S5:C07W2ACXX:2:E3,MR25PoropoS5,MR25 (Poropo) S5,NCRPIS,AMES 30537,,inbred maize landrace line developed by John Doebley from accession BOV 587 (NRC)
MR25_(Poropo)_S5:D0D0BACXX:1:E3,MR25PoropoS5,MR25 (Poropo) S5,NCRPIS,AMES 30537,,inbred maize landrace line developed by John Doebley from accession BOV 587 (NRC)
MR25_(Poropo)_S5:D0D7RACXX:1:E3,MR25PoropoS5,MR25 (Poropo) S5,NCRPIS,AMES 30537,,inbred maize landrace line developed by John Doebley from accession BOV 587 (NRC)
MR25_(Poropo)_S5:D0D7RACXX:2:E3,MR25PoropoS5,MR25 (Poropo) S5,NCRPIS,AMES 30537,,inbred maize landrace line developed by John Doebley from accession BOV 587 (NRC)
NSL117226:81FE7ABXX:4:A4,R802A,R802A,NCRPIS,NSL 117226,00ncai01 SD,
NSL15405:81FE7ABXX:4:F8,5261,5261,NCRPIS,NSL 15405,95ncai01 SD,
NSL174429:81FE7ABXX:6:C10,INB101LFY/LFYA632XM16S5,INB 101LFY/LFY (A632 X M16 S5),NCRPIS,NSL 174429,00ncai01 SD,
NSL197104:81FE7ABXX:5:H9,H116,H116,NCRPIS,NSL 197104,02ncai01 SD,
NSL197105:81FENABXX:2:E1,H117,H117,NCRPIS,NSL 197105,05ncai01 SD,
NSL197106:81FE7ABXX:6:G1,H118w,H118w,NCRPIS,NSL 197106,03ncai01 SD,
NSL22628:81N4HABXX:1:E10,K47,K47,NCRPIS,NSL 22628,01ncai01 SD,
NSL22629:81FE8ABXX:7:E9,Oh7B,Oh7B,NCRPIS,NSL 22629,00ncai01 SD,
NSL22630:81FENABXX:6:H1,K150,K150,NCRPIS,NSL 22630,01ncai01 SD,
NSL22631:D0D0BACXX:4:H5,K11,K11,NCRPIS,NSL 22631,12815,
NSL22632:81FENABXX:4:H11,K201,K201,NCRPIS,NSL 22632,08ncai01 SD,
NSL22632:D0D0BACXX:4:F8,K201,K201,NCRPIS,NSL 22632,12440,
NSL22633:81FE7ABXX:5:E2,KYS,KYS,NCRPIS,NSL 22633,96ncai01 SD,
NSL22634:81FE7ABXX:1:E5,K155,K155,NCRPIS,NSL 22634,99ncai01 SD,
NSL22635:81N4HABXX:1:H10,K41,K41,NCRPIS,NSL 22635,08ncai01 SD,
NSL22893:81N4HABXX:1:A7,F44,F44,NCRPIS,NSL 22893,04ncai02 SD,
NSL22893:81N4HABXX:1:E6,F44,F44,NCRPIS,NSL 22893,04ncai01 SD,
NSL22893:D0D0BACXX:4:C5,F44,F44,NCRPIS,NSL 22893,12647,
NSL22893:D0D0BACXX:4:E5,F44,F44,NCRPIS,NSL 22893,12639,
NSL22894:81N4HABXX:1:A10,F6,F6,NCRPIS,NSL 22894,03ncai01 SD,
NSL22894:81N4HABXX:2:C1,F6,F6,NCRPIS,NSL 22894,04ncai01 SD,
NSL22983:81FENABXX:1:F9,C102,C102,NCRPIS,NSL 22983,08ncai01 SD,
NSL22984:81N4HABXX:6:C12,J47,J47,NCRPIS,NSL 22984,03ncai01 SD,
NSL22984:C07W2ACXX:1:B4,J47,J47,NCRPIS,NSL 22984,03ncai01 SD,
NSL22984:C07W2ACXX:2:B4,J47,J47,NCRPIS,NSL 22984,03ncai01 SD,
NSL22984:D0D0BACXX:1:B4,J47,J47,NCRPIS,NSL 22984,03ncai01 SD,
NSL22984:D0D7RACXX:1:B4,J47,J47,NCRPIS,NSL 22984,03ncai01 SD,
NSL22984:D0D7RACXX:2:B4,J47,J47,NCRPIS,NSL 22984,03ncai01 SD,
NSL242483:81FE8ABXX:6:C7,R105,R105,NCRPIS,NSL 242483,07ncai01 SD,
NSL242484:81FENABXX:1:A3,R109B,R109B,NCRPIS,NSL 242484,07ncai01 SD,
NSL242484:D0D0BACXX:3:D6,R109B,R109B,NCRPIS,NSL 242484,11663,
NSL243016:81N4HABXX:6:E9,792,792,NCRPIS,NSL 243016,07ncai01 SD,
NSL246125:D0D0BACXX:3:E2,AB26A,AB 26A,NCRPIS,NSL 246125,10160,
NSL246151:D0D0BACXX:4:G12,SC152,SC 152,NCRPIS,NSL 246151,12742,
NSL246154:D0D0BACXX:4:F6,SC235,SC 235,NCRPIS,NSL 246154,12891,
NSL247287:D0D0BACXX:3:A12,Ab24E,AB 24E,NCRPIS,NSL 247287,12027,
NSL250298:D0D0BACXX:4:F12,MP305,MP305,NCRPIS,NSL 250298,12741,
NSL250299:D0D0BACXX:4:B1,MP307,MP307,NCRPIS,NSL 250299,12747,
NSL28965:81FE7ABXX:5:F2,OH33,OH33,NCRPIS,NSL 28965,01ncai01 SD,
NSL28966:81N4HABXX:6:F7,Oh40B,Oh40B,NCRPIS,NSL 28966,95ncai01 SD,
NSL28967:81N4HABXX:5:H12,Oh56A,Oh56A,NCRPIS,NSL 28967,95ncai01 SD,
NSL28968:81FENABXX:7:D1,OH84,OH84,NCRPIS,NSL 28968,01ncai01 SD,
NSL29282:81FE7ABXX:3:A8,R901,R901,NCRPIS,NSL 29282,08ncai01 SD,
NSL29282:C07W2ACXX:1:A1,R901,R901,NCRPIS,NSL 29282,08ncai01 SD,
NSL29282:C07W2ACXX:2:A1,R901,R901,NCRPIS,NSL 29282,08ncai01 SD,
NSL29282:D0D0BACXX:1:A1,R901,R901,NCRPIS,NSL 29282,08ncai01 SD,
NSL29282:D0D7RACXX:1:A1,R901,R901,NCRPIS,NSL 29282,08ncai01 SD,
NSL29282:D0D7RACXX:2:A1,R901,R901,NCRPIS,NSL 29282,08ncai01 SD,
NSL29284:81FE7ABXX:3:C8,R902A,R902A,NCRPIS,NSL 29284,08ncai01 SD,
NSL29285:81FENABXX:2:A4,R903B,R903B,NCRPIS,NSL 29285,07ncai01 SD,
NSL29285:D0D0BACXX:3:B5,R903B,R903B,NCRPIS,NSL 29285,11554,
NSL29286:81N4HABXX:7:G8,R909TMS,R909TMS,NCRPIS,NSL 29286,01ncfo01 SD,
NSL29287:81FE7ABXX:6:A3,R941,R941,NCRPIS,NSL 29287,07ncai01 SD,
NSL29289:81N4HABXX:6:F6,YUBC3ILL,YUBC3 (ILL),NCRPIS,NSL 29289,07ncai01 SD,
NSL29303:81FE7ABXX:6:D3,R216,R216,NCRPIS,NSL 29303,95ncai01 SD,
NSL29304:81FE7ABXX:6:F4,R216A,R216A,NCRPIS,NSL 29304,07ncai01 SD,
NSL29304:D0D0BACXX:4:G3,R216A,R216A,NCRPIS,NSL 29304,10802,
NSL29305:81FE7ABXX:5:A10,R218,R218,NCRPIS,NSL 29305,07ncai01 SD,
NSL29314:81FENABXX:1:F12,R219,R219,NCRPIS,NSL 29314,07ncai01 SD,
NSL29316:81N4HABXX:6:D7,R220,R220,NCRPIS,NSL 29316,01ncai01 SD,
NSL29317:81FE8ABXX:1:B3,R221,R221,NCRPIS,NSL 29317,07ncai01 SD,
NSL29319:81N4HABXX:6:A5,R222,R222,NCRPIS,NSL 29319,95ncai01 SD,
NSL29898:81N4HABXX:1:G9,R222A,R222A,NCRPIS,NSL 29898,07ncai01 SD,
NSL30038:81FE8ABXX:7:B4,K4,K4,NCRPIS,NSL 30038,04ncai01 SD,
NSL30038:81FE8ABXX:7:C11,K4,K4,NCRPIS,NSL 30038,04ncai02 SD,
NSL30046:81FENABXX:5:H2,B41,B41,NCRPIS,NSL 30046,08ncai01 SD,
NSL30053:81FE7ABXX:6:A6,W22,W22,NCRPIS,NSL 30053,06ncai01 SD,
NSL30053:81FE7ABXX:6:H3,W22,W22,NCRPIS,NSL 30053,04ncai02 SD,
NSL30053:D0D0BACXX:4:A4,W22,W22,NCRPIS,NSL 30053,10871,
NSL30053:D0D0BACXX:4:H3,W22,W22,NCRPIS,NSL 30053,10803,
NSL30054:81FENABXX:3:G1,W182ETMS,W182ETMS,NCRPIS,NSL 30054,05ncai01 SD,
NSL30055:81FE7ABXX:4:H7,W374R2,W374R2,NCRPIS,NSL 30055,05ncai01 SD,
NSL30056:81FE7ABXX:5:A4,W703,W703,NCRPIS,NSL 30056,05ncai01 SD,
NSL30058:81FENABXX:1:F10,W64A,W64A,NCRPIS,NSL 30058,05ncai01 SD,
NSL30059:81N4HABXX:6:D6,W153R,W153R,NCRPIS,NSL 30059,05ncai01 SD,
NSL30060:81FE7ABXX:3:F12,W23,W23,NCRPIS,NSL 30060,96ncai01 SD,
NSL30062:81FE8ABXX:6:G10,W182B,W182B,NCRPIS,NSL 30062,05ncai01 SD,
NSL30063:81FENABXX:3:B1,W182D,W182D,NCRPIS,NSL 30063,05ncai01 SD,
NSL30064:81FE7ABXX:4:C7,W24,W24,NCRPIS,NSL 30064,05ncai01 SD,
NSL30065:81FE7ABXX:3:B8,W9,W9,NCRPIS,NSL 30065,05ncai01 SD,
NSL30066:81FE8ABXX:5:G3,WR3,WR3,NCRPIS,NSL 30066,05ncai01 SD,
NSL30067:81FE7ABXX:5:A1,W22R,W22R,NCRPIS,NSL 30067,05ncai01 SD,
NSL30068:D0D0BACXX:3:F7,W374B,W374B,NCRPIS,NSL 30068,10490,
NSL30070:81FENABXX:3:G5,WM13R,WM13R,NCRPIS,NSL 30070,05ncai01 SD,
NSL30071:81N4HABXX:7:E3,W32,W32,NCRPIS,NSL 30071,05ncai01 SD,
NSL30072:81N4HABXX:3:H8,WR3TMS,WR3TMS,NCRPIS,NSL 30072,05ncai01 SD,
NSL30073:81FE7ABXX:4:B6,W37A,W37A,NCRPIS,NSL 30073,05ncai01 SD,
NSL30074:81FE8ABXX:5:F2,W182E,W182E,NCRPIS,NSL 30074,05ncai01 SD,
NSL30835:81FENABXX:2:D11,SD10,SD10,NCRPIS,NSL 30835,95ncai01 SD,
NSL30835:D0D0BACXX:3:A12,SD10,SD10,NCRPIS,NSL 30835,11250,
NSL30861:81FE7ABXX:2:E8,A,A,NCRPIS,NSL 30861,92ncai01 SD,
NSL30862:81FE7ABXX:2:B3,K,K,NCRPIS,NSL 30862,07ncai01 SD,
NSL30863:81FE7ABXX:1:D1,L,L,NCRPIS,NSL 30863,07ncai01 SD,
NSL30863:D0D0BACXX:3:C10,L,L,NCRPIS,NSL 30863,11788,
NSL30864:81FENABXX:2:D7,HY2,HY2,NCRPIS,NSL 30864,01ncai01 SD,
NSL30865:81FENABXX:2:G7,R2,R2,NCRPIS,NSL 30865,01ncai01 SD,
NSL30865:D0D0BACXX:3:G11,R2,R2,NCRPIS,NSL 30865,11165,
NSL30866:81FE7ABXX:6:B1,R004,R004,NCRPIS,NSL 30866,07ncai01 SD,
NSL30866:C07W2ACXX:1:C1,R004,R004,NCRPIS,NSL 30866,07ncai01 SD,
NSL30866:C07W2ACXX:2:C1,R004,R004,NCRPIS,NSL 30866,07ncai01 SD,
NSL30866:D0D0BACXX:1:C1,R004,R004,NCRPIS,NSL 30866,07ncai01 SD,
NSL30866:D0D7RACXX:1:C1,R004,R004,NCRPIS,NSL 30866,07ncai01 SD,
NSL30866:D0D7RACXX:2:C1,R004,R004,NCRPIS,NSL 30866,07ncai01 SD,
NSL30867:81FE8ABXX:1:H1,M14,M14,NCRPIS,NSL 30867,00ncab01 SD,
NSL30867:81FE8ABXX:6:E5,M14,M14,NCRPIS,NSL 30867,96ncai01 SD,
NSL30868:81FE8ABXX:4:E5,R30,R30,NCRPIS,NSL 30868,01ncai01 SD,
NSL30869:81FE7ABXX:3:E8,R53,R53,NCRPIS,NSL 30869,01ncai01 SD,
NSL30871:81FENABXX:1:F5,R061,R061,NCRPIS,NSL 30871,07ncai01 SD,
NSL30872:81FENABXX:1:F11,R71,R71,NCRPIS,NSL 30872,01ncai01 SD,
NSL30872:D0D0BACXX:3:E2,R71,R71,NCRPIS,NSL 30872,11300,
NSL30873:81FENABXX:2:H4,R74,R74,NCRPIS,NSL 30873,08ncai01 SD,
NSL30873:D0D0BACXX:3:A11,R74,R74,NCRPIS,NSL 30873,10778,
NSL30874:81FENABXX:1:H1,R75,R75,NCRPIS,NSL 30874,07ncai01 SD,
NSL30875:81FE7ABXX:5:D1,R76,R76,NCRPIS,NSL 30875,97ncai01 SD,
NSL30876:81FENABXX:1:D11,R78,R78,NCRPIS,NSL 30876,08ncai01 SD,
NSL30877:81FE7ABXX:5:H5,R84,R84,NCRPIS,NSL 30877,97ncai01 SD,
NSL30878:81FE7ABXX:4:F4,R101,R101,NCRPIS,NSL 30878,01ncai01 SD,
NSL30879:81FENABXX:1:G1,R103,R103,NCRPIS,NSL 30879,08ncai01 SD,
NSL30880:81FE8ABXX:5:G8,R105,R105,NCRPIS,NSL 30880,07ncai01 SD,
NSL30883:81FENABXX:2:B4,R113,R113,NCRPIS,NSL 30883,01ncai01 SD,
NSL30884:81FENABXX:1:E1,R134,R134,NCRPIS,NSL 30884,01ncai01 SD,
NSL30885:81N4HABXX:7:C4,R138,R138,NCRPIS,NSL 30885,07ncai01 SD,
NSL30888:81FE7ABXX:5:G10,R154,R154,NCRPIS,NSL 30888,07ncai01 SD,
NSL30889:81N4HABXX:7:A10,R158,R158,NCRPIS,NSL 30889,07ncai01 SD,
NSL30890:81N4HABXX:7:D1,R159,R159,NCRPIS,NSL 30890,08ncai01 SD,
NSL30891:81FENABXX:1:A10,R168,R168,NCRPIS,NSL 30891,07ncai01 SD,
NSL30894:81FE7ABXX:4:G11,R177,R177,NCRPIS,NSL 30894,04ncai02 SD,
NSL30894:81FE7ABXX:5:F6,R177,R177,NCRPIS,NSL 30894,04ncai01 SD,
NSL30895:81FENABXX:1:A5,R181,R181,NCRPIS,NSL 30895,07ncai01 SD,
NSL30896:81FENABXX:1:E2,R181B,R181B,NCRPIS,NSL 30896,01ncai01 SD,
NSL30898:81FE7ABXX:4:A9,R192,R192,NCRPIS,NSL 30898,08ncai01 SD,
NSL30901:81FENABXX:2:G5,R196,R196,NCRPIS,NSL 30901,07ncai01 SD,
NSL30902:81FE7ABXX:3:A11,R197,R197,NCRPIS,NSL 30902,01ncai01 SD,
NSL30903:81FENABXX:2:A6,90,90,NCRPIS,NSL 30903,08ncai01 SD,
NSL30904:81FE7ABXX:2:E12,4226,4226,NCRPIS,NSL 30904,04ncai01 SD,
NSL30904:81FENABXX:7:A1,4226,4226,NCRPIS,NSL 30904,04ncai02 SD,
NSL30905:81FE7ABXX:4:C4,5120B,5120B,NCRPIS,NSL 30905,08ncai01 SD,
NSL30906:81FE7ABXX:3:F8,R904A,R904A,NCRPIS,NSL 30906,07ncai01 SD,
NSL30907:81FENABXX:2:H7,R906,R906,NCRPIS,NSL 30907,08ncai01 SD,
NSL30908:81N4HABXX:7:D9,R907,R907,NCRPIS,NSL 30908,07ncai01 SD,
NSL30909:81FENABXX:2:A1,R909,R909,NCRPIS,NSL 30909,07ncai01 SD,
NSL30910:81FE7ABXX:5:H12,R914,R914,NCRPIS,NSL 30910,07ncai01 SD,
NSL30911:81FENABXX:1:B3,R917A,R917A,NCRPIS,NSL 30911,08ncai01 SD,
NSL30912:81FE7ABXX:5:E4,R921E,R921E,NCRPIS,NSL 30912,07ncai01 SD,
NSL30913:81FE7ABXX:5:C1,R924,R924,NCRPIS,NSL 30913,07ncai01 SD,
NSL32718:81FE8ABXX:4:H2,ND30,ND30,NCRPIS,NSL 32718,97ncai01 SD,
NSL32719:D0D0BACXX:3:A3,ND5,ND5,NCRPIS,NSL 32719,10113,
NSL32720:D0D0BACXX:3:D1,ND33,ND33,NCRPIS,NSL 32720,10017,
NSL32721:D0D0BACXX:3:H2,ND36,ND36,NCRPIS,NSL 32721,10124,
NSL32722:81FENABXX:7:H12,ND255,ND255,NCRPIS,NSL 32722,95ncai01 SD,
NSL32723:81FE8ABXX:3:H11,ND1,ND1,NCRPIS,NSL 32723,05ncai01 SD,
NSL32725:D0D0BACXX:3:G2,ND211,ND211,NCRPIS,NSL 32725,10127,
NSL32726:81FE8ABXX:3:G12,ND167,ND167,NCRPIS,NSL 32726,05ncai01 SD,
NSL32727:81FENABXX:6:F8,ND-B8,ND-B8,NCRPIS,NSL 32727,97ncai01 SD,
NSL32728:81FE8ABXX:4:D6,ND230,ND230,NCRPIS,NSL 32728,08ncai01 SD,
NSL32729:81FE8ABXX:4:D7,ND468,ND468,NCRPIS,NSL 32729,95ncai01 SD,
NSL32730:81FE8ABXX:4:A2,ND405,ND405,NCRPIS,NSL 32730,97ncai01 SD,
NSL32731:81FENABXX:6:B11,ND385,ND385,NCRPIS,NSL 32731,95ncai01 SD,
NSL32732:81FENABXX:6:F4,ND203,ND203,NCRPIS,NSL 32732,97ncai01 SD,
NSL32733:81FENABXX:7:E3,ND376,ND376,NCRPIS,NSL 32733,97ncai01 SD,
NSL32734:81FE8ABXX:3:D8,ND408,ND408,NCRPIS,NSL 32734,95ncai01 SD,
NSL32735:81FENABXX:6:D5,ND407,ND407,NCRPIS,NSL 32735,95ncai01 SD,
NSL32736:81FENABXX:6:A4,ND480,ND480,NCRPIS,NSL 32736,97ncai01 SD,
NSL32738:81FE8ABXX:4:B8,ND283,ND283,NCRPIS,NSL 32738,01ncai01 SD,
NSL32739:81FENABXX:6:G3,ND474,ND474,NCRPIS,NSL 32739,08ncai01 SD,
NSL34374:81FENABXX:7:G7,SD15,SD15,NCRPIS,NSL 34374,99ncai01 SD,
NSL42804:81N4HABXX:7:G11,R223,R223,NCRPIS,NSL 42804,07ncai01 SD,
NSL42805:D0D0BACXX:3:E11,R825,R825,NCRPIS,NSL 42805,11771,
NSL42806:81N4HABXX:7:B11,R839,R839,NCRPIS,NSL 42806,05ncai01 SD,
NSL42807:81FENABXX:1:C1,R851,R851,NCRPIS,NSL 42807,08ncai01 SD,
NSL42808:81FE7ABXX:3:H8,R853,R853,NCRPIS,NSL 42808,05ncai01 SD,
NSL42872:81FE8ABXX:7:G11,A7,A7,NCRPIS,NSL 42872,97ncai01 SD,
NSL42873:81FE8ABXX:1:E8,A12,A12,NCRPIS,NSL 42873,02ncai02 SD,
NSL42873:D0D0BACXX:3:G6,A12,A12,NCRPIS,NSL 42873,10448,
