GBS.name..Sample.Flowcell.Lane.Well.,Additional.file.1.xlsx..Romay.et.al..2013.,Inbred.name,Source,Accession,Seed.lot,Notes
4226:627C3AAXX:6:A12,4226,4226,Goodman,4226,,Maize Association Panel (282)
4226:8042MABXX:3:A12,4226,4226,Goodman,4226,,Maize Association Panel (282)
4722:627C3AAXX:7:H4,4722,4722,Goodman,4722,,Maize Association Panel (282)
4722:8042MABXX:4:H4,4722,4722,Goodman,4722,,Maize Association Panel (282)
A188:627C3AAXX:6:D3,A188,A188,Goodman,A188,,Maize Association Panel (282)
A188:8042MABXX:3:D3,A188,A188,Goodman,A188,,Maize Association Panel (282)
A239:627C3AAXX:5:B2,A239,A239,Goodman,A239,,Maize Association Panel (282)
A239:8042MABXX:2:B2,A239,A239,Goodman,A239,,Maize Association Panel (282)
A554:627C3AAXX:5:C6,A554,A554,Goodman,A554,,Maize Association Panel (282)
A554:8042MABXX:2:C6,A554,A554,Goodman,A554,,Maize Association Panel (282)
A556:627C3AAXX:7:C8,A556,A556,Goodman,A556,,Maize Association Panel (282)
A556:8042MABXX:4:C8,A556,A556,Goodman,A556,,Maize Association Panel (282)
A6:627C3AAXX:6:C5,A6,A6,Goodman,A6,,Maize Association Panel (282)
A6:8042MABXX:3:C5,A6,A6,Goodman,A6,,Maize Association Panel (282)
A619:627C3AAXX:5:D3,A619,A619,Goodman,A619,,Maize Association Panel (282)
A619:8042MABXX:2:D3,A619,A619,Goodman,A619,,Maize Association Panel (282)
A632:627C3AAXX:5:F4,A632,A632,Goodman,A632,,Maize Association Panel (282)
A632:8042MABXX:2:F4,A632,A632,Goodman,A632,,Maize Association Panel (282)
A634:627C3AAXX:7:C1,A634,A634,Goodman,A634,,Maize Association Panel (282)
A634:8042MABXX:4:C1,A634,A634,Goodman,A634,,Maize Association Panel (282)
A635:627C3AAXX:7:H9,A635,A635,Goodman,A635,,Maize Association Panel (282)
A635:8042MABXX:4:H9,A635,A635,Goodman,A635,,Maize Association Panel (282)
A641:627C3AAXX:6:G6,A641,A641,Goodman,A641,,Maize Association Panel (282)
A641:8042MABXX:3:G6,A641,A641,Goodman,A641,,Maize Association Panel (282)
A654:627C3AAXX:5:A12,A654,A654,Goodman,A654,,Maize Association Panel (282)
A654:8042MABXX:2:A12,A654,A654,Goodman,A654,,Maize Association Panel (282)
A659:627C3AAXX:5:D11,A659,A659,Goodman,A659,,Maize Association Panel (282)
A659:8042MABXX:2:D11,A659,A659,Goodman,A659,,Maize Association Panel (282)
A661:627C3AAXX:7:G3,A661,A661,Goodman,A661,,Maize Association Panel (282)
A661:8042MABXX:4:G3,A661,A661,Goodman,A661,,Maize Association Panel (282)
A679:627C3AAXX:6:B1,A679,A679,Goodman,A679,,Maize Association Panel (282)
A679:8042MABXX:3:B1,A679,A679,Goodman,A679,,Maize Association Panel (282)
A680:627C3AAXX:5:C2,A680,A680,Goodman,A680,,Maize Association Panel (282)
A680:8042MABXX:2:C2,A680,A680,Goodman,A680,,Maize Association Panel (282)
A682:627C3AAXX:5:E5,A682,A682,Goodman,A682,,Maize Association Panel (282)
A682:8042MABXX:2:E5,A682,A682,Goodman,A682,,Maize Association Panel (282)
Ab18:81FENABXX:5:C2,not included,Ab18,Krakowksy,AB18,,
Ab28A:627C3AAXX:7:A5,Ab28A,Ab28A,Goodman,AB28A,,Maize Association Panel (282)
Ab28A:8042MABXX:4:A5,Ab28A,Ab28A,Goodman,AB28A,,Maize Association Panel (282)
Ab608A:81FENABXX:4:B12,Ab608A,Ab608A,Krakowksy,AB608A,,
Ab610:81FENABXX:6:D1,Ab610,Ab610,Krakowksy,AB610,,
Ab616:81FENABXX:4:E11,not included,Ab616,Krakowksy,AB616,,
AH83:81FE8ABXX:4:G8,AH83,AH83,Edwards,AH83,,
B10:627C3AAXX:5:G9,B10,B10,Goodman,B10,,Maize Association Panel (282)
B10:8042MABXX:2:G9,B10,B10,Goodman,B10,,Maize Association Panel (282)
B103:627C3AAXX:5:D5,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:8042MABXX:2:D5,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:C07W2ACXX:1:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:C07W2ACXX:2:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:D0D0BACXX:1:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:D0D7RACXX:1:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B103:D0D7RACXX:2:E6,B103,B103,Goodman,B103,,Maize Association Panel (282)
B104:627C3AAXX:5:B3,B104,B104,Goodman,B104,,Maize Association Panel (282)
B104:8042MABXX:2:B3,B104,B104,Goodman,B104,,Maize Association Panel (282)
B105:627C3AAXX:6:H3,B105,B105,Goodman,B105,,Maize Association Panel (282)
B105:8042MABXX:3:H3,B105,B105,Goodman,B105,,Maize Association Panel (282)
B109:627C3AAXX:5:D1,B109,B109,Goodman,B109,,Maize Association Panel (282)
B109:8042MABXX:2:D1,B109,B109,Goodman,B109,,Maize Association Panel (282)
B115:627C3AAXX:6:F4,B115,B115,Goodman,B115,,Maize Association Panel (282)
B115:8042MABXX:3:F4,B115,B115,Goodman,B115,,Maize Association Panel (282)
B14A:627C3AAXX:6:E6,B14A,B14A,Goodman,B14A,,Maize Association Panel (282)
B14A:8042MABXX:3:E6,B14A,B14A,Goodman,B14A,,Maize Association Panel (282)
B164:627C3AAXX:7:B7,B164,B164,Goodman,B164,,Maize Association Panel (282)
B164:8042MABXX:4:B7,B164,B164,Goodman,B164,,Maize Association Panel (282)
B2-good:627C3AAXX:7:E8,B2,B2,Goodman,B2,,Maize Association Panel (282)
B2-good:8042MABXX:4:E8,B2,B2,Goodman,B2,,Maize Association Panel (282)
B37:627C3AAXX:6:B11,B37,B37,Goodman,B37,,Maize Association Panel (282)
B37:8042MABXX:3:B11,B37,B37,Goodman,B37,,Maize Association Panel (282)
B46:627C3AAXX:7:C11,B46,B46,Goodman,B46,,Maize Association Panel (282)
B46:8042MABXX:4:C11,B46,B46,Goodman,B46,,Maize Association Panel (282)
B52:627C3AAXX:6:H5,B52,B52,Goodman,B52,,Maize Association Panel (282)
B52:8042MABXX:3:H5,B52,B52,Goodman,B52,,Maize Association Panel (282)
B57:627C3AAXX:6:E9,B57,B57,Goodman,B57,,Maize Association Panel (282)
B57:8042MABXX:3:E9,B57,B57,Goodman,B57,,Maize Association Panel (282)
B64:627C3AAXX:6:D4,B64,B64,Goodman,B64,,Maize Association Panel (282)
B64:8042MABXX:3:D4,B64,B64,Goodman,B64,,Maize Association Panel (282)
B68:627C3AAXX:7:H7,B68,B68,Goodman,B68,,Maize Association Panel (282)
B68:8042MABXX:4:H7,B68,B68,Goodman,B68,,Maize Association Panel (282)
B73:627C3AAXX:7:A3,B73,B73,Goodman,B73,,Maize Association Panel (282)
B73:8042MABXX:4:A3,B73,B73,Goodman,B73,,Maize Association Panel (282)
B73:81FE7ABXX:1:C7,B73,B73,Flint-Garcia,B73,,
B73:81FE7ABXX:2:B10,B73,B73,Flint-Garcia,B73,,
B73:81FE7ABXX:3:A12,B73,B73,Flint-Garcia,B73,,
B73:81FE7ABXX:4:A2,B73,B73,Flint-Garcia,B73,,
B73:81FE7ABXX:5:D6,B73,B73,Flint-Garcia,B73,,
B73:81FE7ABXX:6:G7,B73,B73,Flint-Garcia,B73,,
B73:81FE7ABXX:7:A11,B73,B73,Flint-Garcia,B73,,
B73:81FE8ABXX:1:E10,B73,B73,Flint-Garcia,B73,,
B73:81FE8ABXX:2:A4,B73,B73,Flint-Garcia,B73,,
B73:81FE8ABXX:3:E5,B73,B73,Flint-Garcia,B73,,
B73:81FE8ABXX:4:C10,B73,B73,Flint-Garcia,B73,,
B73:81FE8ABXX:5:B3,B73,B73,Flint-Garcia,B73,,
B73:81FE8ABXX:6:G6,B73,B73,Flint-Garcia,B73,,
B73:81FE8ABXX:7:F4,B73,B73,Flint-Garcia,B73,,
B73:81FENABXX:1:H5,B73,B73,Flint-Garcia,B73,,
B73:81FENABXX:2:H3,B73,B73,Flint-Garcia,B73,,
B73:81FENABXX:3:E1,B73,B73,Flint-Garcia,B73,,
B73:81FENABXX:4:H9,B73,B73,Flint-Garcia,B73,,
B73:81FENABXX:5:D2,B73,B73,Flint-Garcia,B73,,
B73:81FENABXX:6:F3,B73,B73,Flint-Garcia,B73,,
B73:81FENABXX:7:C8,B73,B73,Flint-Garcia,B73,,
B73:81N4HABXX:1:F2,B73,B73,Flint-Garcia,B73,,
B73:81N4HABXX:2:G1,B73,B73,Flint-Garcia,B73,,
B73:81N4HABXX:3:G4,B73,B73,Flint-Garcia,B73,,
B73:81N4HABXX:4:G10,B73,B73,Flint-Garcia,B73,,
B73:81N4HABXX:5:F9,B73,B73,Flint-Garcia,B73,,
B73:81N4HABXX:6:D8,B73,B73,Flint-Garcia,B73,,
B73:81N4HABXX:7:F10,B73,B73,Flint-Garcia,B73,,
B73:C07W2ACXX:1:C9,B73,B73,Goodman,B73,,Maize Association Panel (282)
B73:C07W2ACXX:2:C9,B73,B73,Goodman,B73,,Maize Association Panel (282)
B73:D0D0BACXX:1:C9,B73,B73,Goodman,B73,,Maize Association Panel (282)
B73:D0D7RACXX:1:C9,B73,B73,Goodman,B73,,Maize Association Panel (282)
B73:D0D7RACXX:2:C9,B73,B73,Goodman,B73,,Maize Association Panel (282)
B73Htrhm:627C3AAXX:5:E1,B73Htrhm,B73Htrhm,Goodman,B73HTRHM,,Maize Association Panel (282)
B73Htrhm:8042MABXX:2:E1,B73Htrhm,B73Htrhm,Goodman,B73HTRHM,,Maize Association Panel (282)
B75:627C3AAXX:7:D3,B75,B75,Goodman,B75,,Maize Association Panel (282)
B75:8042MABXX:4:D3,B75,B75,Goodman,B75,,Maize Association Panel (282)
B76:627C3AAXX:5:B10,B76,B76,Goodman,B76,,Maize Association Panel (282)
B76:8042MABXX:2:B10,B76,B76,Goodman,B76,,Maize Association Panel (282)
B77:627C3AAXX:5:F10,B77,B77,Goodman,B77,,Maize Association Panel (282)
B77:8042MABXX:2:F10,B77,B77,Goodman,B77,,Maize Association Panel (282)
B79:627C3AAXX:7:A6,B79,B79,Goodman,B79,,Maize Association Panel (282)
B79:8042MABXX:4:A6,B79,B79,Goodman,B79,,Maize Association Panel (282)
B84:627C3AAXX:5:A10,B84,B84,Goodman,B84,,Maize Association Panel (282)
B84:8042MABXX:2:A10,B84,B84,Goodman,B84,,Maize Association Panel (282)
B97:627C3AAXX:5:B7,B97,B97,Goodman,B97,,Maize Association Panel (282)
B97:8042MABXX:2:B7,B97,B97,Goodman,B97,,Maize Association Panel (282)
B97:C07W2ACXX:1:H6,B97,B97,Goodman,B97,,Maize Association Panel (282)
B97:C07W2ACXX:2:H6,B97,B97,Goodman,B97,,Maize Association Panel (282)
B97:D0D0BACXX:1:H6,B97,B97,Goodman,B97,,Maize Association Panel (282)
B97:D0D7RACXX:1:H6,B97,B97,Goodman,B97,,Maize Association Panel (282)
B97:D0D7RACXX:2:H6,B97,B97,Goodman,B97,,Maize Association Panel (282)
C103:627C3AAXX:5:C12,C103,C103,Goodman,C103,,Maize Association Panel (282)
C103:8042MABXX:2:C12,C103,C103,Goodman,C103,,Maize Association Panel (282)
C123:627C3AAXX:6:G8,C123,C123,Goodman,C123,,Maize Association Panel (282)
C123:8042MABXX:3:G8,C123,C123,Goodman,C123,,Maize Association Panel (282)
C49A:627C3AAXX:7:A1,C49A,C49A,Goodman,C49A,,Maize Association Panel (282)
C49A:8042MABXX:4:A1,C49A,C49A,Goodman,C49A,,Maize Association Panel (282)
CI.7:627C3AAXX:5:E8,CI7,CI7,Goodman,CI7,,Maize Association Panel (282)
CI.7:8042MABXX:2:E8,CI7,CI7,Goodman,CI7,,Maize Association Panel (282)
CI31A:627C3AAXX:7:A12,CI31A,CI31A,Goodman,CI31A,,Maize Association Panel (282)
CI31A:8042MABXX:4:A12,CI31A,CI31A,Goodman,CI31A,,Maize Association Panel (282)
CI64:627C3AAXX:7:B1,CI64,CI64,Goodman,CI64,,Maize Association Panel (282)
CI64:8042MABXX:4:B1,CI64,CI64,Goodman,CI64,,Maize Association Panel (282)
CI66:627C3AAXX:5:G8,CI66,CI66,Goodman,CI66,,Maize Association Panel (282)
CI66:8042MABXX:2:G8,CI66,CI66,Goodman,CI66,,Maize Association Panel (282)
CI90C:627C3AAXX:7:E3,CI90C,CI90C,Goodman,CI90C,,Maize Association Panel (282)
CI90C:8042MABXX:4:E3,CI90C,CI90C,Goodman,CI90C,,Maize Association Panel (282)
DE_2:627C3AAXX:5:A1,DE2,DE2,Goodman,DE2,,Maize Association Panel (282)
DE_2:8042MABXX:2:A1,DE2,DE2,Goodman,DE2,,Maize Association Panel (282)
DE_3:627C3AAXX:5:H2,DE3,DE3,Goodman,DE3,,Maize Association Panel (282)
DE_3:8042MABXX:2:H2,DE3,DE3,Goodman,DE3,,Maize Association Panel (282)
DE1:627C3AAXX:6:F8,DE1,DE1,Goodman,DE1,,Maize Association Panel (282)
DE1:8042MABXX:3:F8,DE1,DE1,Goodman,DE1,,Maize Association Panel (282)
DE811:627C3AAXX:7:G1,DE811,DE811,Goodman,DE811,,Maize Association Panel (282)
DE811:8042MABXX:4:G1,DE811,DE811,Goodman,DE811,,Maize Association Panel (282)
E2558W:627C3AAXX:7:E10,E2558W,E2558W,Goodman,E2558W,,Maize Association Panel (282)
E2558W:8042MABXX:4:E10,E2558W,E2558W,Goodman,E2558W,,Maize Association Panel (282)
EP1:627C3AAXX:5:F11,EP1,EP1,Goodman,EP1,,Maize Association Panel (282)
EP1:633Y5AAXX:5:E1,EP1,EP1,Ord‡s,EP1,04MBG2438-1,Spanish line
EP1:8042MABXX:2:F11,EP1,EP1,Goodman,EP1,,Maize Association Panel (282)
F2834T:627C3AAXX:6:C6,F2834T,F2834T,Goodman,F2834T,,Maize Association Panel (282)
F2834T:8042MABXX:3:C6,F2834T,F2834T,Goodman,F2834T,,Maize Association Panel (282)
F44:627C3AAXX:7:C4,F44,F44,Goodman,F44,,Maize Association Panel (282)
F44:8042MABXX:4:C4,F44,F44,Goodman,F44,,Maize Association Panel (282)
F6:627C3AAXX:5:D6,F6,F6,Goodman,F6,,Maize Association Panel (282)
F6:8042MABXX:2:D6,F6,F6,Goodman,F6,,Maize Association Panel (282)
Fe:81N4HABXX:1:D2,Fe,Fe,Edwards,FE,,
GA209:627C3AAXX:6:G2,GA209,GA209,Goodman,GA209,,Maize Association Panel (282)
GA209:8042MABXX:3:G2,GA209,GA209,Goodman,GA209,,Maize Association Panel (282)
GA224:81N4HABXX:1:H2,GA224,GA224,Krakowksy,GA224,,
GE180:81FE8ABXX:4:B10,GE180,GE180,Krakowksy,GE180,,
GE180(Krakowsky):D0D0BACXX:3:C2,GE180,GE180,Krakowsky,GE180,11283,
GEMN-0070:D0D0BACXX:3:H7,GEMN-0070,GEMN-0070,Blanco,GEMN-0070,12101,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0071:D0D0BACXX:4:H1,GEMN-0071,GEMN-0071,Blanco,GEMN-0071,12183,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0076:D0D0BACXX:3:D1,GEMN-0076,GEMN-0076,Blanco,GEMN-0076,12154,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0077:D0D0BACXX:3:A9,GEMN-0077,GEMN-0077,Blanco,GEMN-0077,12091,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0081:D0D0BACXX:3:C3,GEMN-0081,GEMN-0081,Blanco,GEMN-0081,12140,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0082:D0D0BACXX:3:D4,GEMN-0082,GEMN-0082,Blanco,GEMN-0082,12131,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0083:D0D0BACXX:3:C4,GEMN-0083,GEMN-0083,Blanco,GEMN-0083,12132,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0087:D0D0BACXX:3:D11,GEMN-0087,GEMN-0087,Blanco,GEMN-0087,12162,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0089:D0D0BACXX:3:E12,GEMN-0089,GEMN-0089,Blanco,GEMN-0089,12172,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0090:D0D0BACXX:3:A5,GEMN-0090,GEMN-0090,Blanco,GEMN-0090,12125,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0094:D0D0BACXX:3:A1,GEMN-0094,GEMN-0094,Blanco,GEMN-0094,12157,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0095:D0D0BACXX:4:E2,GEMN-0095,GEMN-0095,Blanco,GEMN-0095,12188,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0096:D0D0BACXX:3:G9,GEMN-0096,GEMN-0096,Blanco,GEMN-0096,12085,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0099:D0D0BACXX:3:G7,GEMN-0099,GEMN-0099,Blanco,GEMN-0099,12102,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0103:D0D0BACXX:4:G4,GEMN-0103,GEMN-0103,Blanco,GEMN-0103,12206,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0104:D0D0BACXX:4:A5,GEMN-0104,GEMN-0104,Blanco,GEMN-0104,12208,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0105:D0D0BACXX:4:G1,GEMN-0105,GEMN-0105,Blanco,GEMN-0105,12280,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0108:D0D0BACXX:4:G7,GEMN-0108,GEMN-0108,Blanco,GEMN-0108,12233,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0119:D0D0BACXX:4:A10,GEMN-0119,GEMN-0119,Blanco,GEMN-0119,12250,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0120:D0D0BACXX:4:F11,GEMN-0120,GEMN-0120,Blanco,GEMN-0120,12297,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0124:D0D0BACXX:4:C5,GEMN-0124,GEMN-0124,Blanco,GEMN-0124,12210,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0127:D0D0BACXX:4:C4,GEMN-0127,GEMN-0127,Blanco,GEMN-0127,12260,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0128:D0D0BACXX:4:F8,GEMN-0128,GEMN-0128,Blanco,GEMN-0128,12240,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0129:D0D0BACXX:4:D5,GEMN-0129,GEMN-0129,Blanco,GEMN-0129,12251,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0130:D0D0BACXX:4:B12,GEMN-0130,GEMN-0130,Blanco,GEMN-0130,12293,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0131:D0D0BACXX:4:B4,GEMN-0131,GEMN-0131,Blanco,GEMN-0131,12261,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0132:D0D0BACXX:4:D11,GEMN-0132,GEMN-0132,Blanco,GEMN-0132,12300,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0133:D0D0BACXX:4:C5,GEMN-0133,GEMN-0133,Blanco,GEMN-0133,12252,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0134:D0D0BACXX:4:B8,GEMN-0134,GEMN-0134,Blanco,GEMN-0134,12236,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0136:D0D0BACXX:4:B11,GEMN-0136,GEMN-0136,Blanco,GEMN-0136,12303,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0164:D0D0BACXX:4:A6,GEMN-0164,GEMN-0164,Blanco,GEMN-0164,12217,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0165:D0D0BACXX:4:H5,GEMN-0165,GEMN-0165,Blanco,GEMN-0165,12216,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0166:D0D0BACXX:4:C9,GEMN-0166,GEMN-0166,Blanco,GEMN-0166,12245,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0167:D0D0BACXX:4:F9,GEMN-0167,GEMN-0167,Blanco,GEMN-0167,12248,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0168:D0D0BACXX:4:C7,GEMN-0168,GEMN-0168,Blanco,GEMN-0168,12228,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0169:D0D0BACXX:4:A12,GEMN-0169,GEMN-0169,Blanco,GEMN-0169,12294,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0170:D0D0BACXX:4:G3,GEMN-0170,GEMN-0170,Blanco,GEMN-0170,12264,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0172:D0D0BACXX:4:E6,GEMN-0172,GEMN-0172,Blanco,GEMN-0172,12221,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0173:D0D0BACXX:4:F7,GEMN-0173,GEMN-0173,Blanco,GEMN-0173,12232,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0186:D0D0BACXX:3:D12,GEMN-0186,GEMN-0186,Blanco,GEMN-0186,12171,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0187:D0D0BACXX:3:A3,GEMN-0187,GEMN-0187,Blanco,GEMN-0187,12142,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0190:D0D0BACXX:4:C1,GEMN-0190,GEMN-0190,Blanco,GEMN-0190,12178,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0191:D0D0BACXX:4:D1,GEMN-0191,GEMN-0191,Blanco,GEMN-0191,12179,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0192:D0D0BACXX:4:D3,GEMN-0192,GEMN-0192,Blanco,GEMN-0192,12195,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0193:D0D0BACXX:4:A4,GEMN-0193,GEMN-0193,Blanco,GEMN-0193,12200,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0205:D0D0BACXX:3:B4,GEMN-0205,GEMN-0205,Blanco,GEMN-0205,12133,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0207:D0D0BACXX:4:F6,GEMN-0207,GEMN-0207,Blanco,GEMN-0207,12222,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0208:D0D0BACXX:4:A7,GEMN-0208,GEMN-0208,Blanco,GEMN-0208,12226,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0209:D0D0BACXX:4:E3,GEMN-0209,GEMN-0209,Blanco,GEMN-0209,12266,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0210:D0D0BACXX:4:H12,GEMN-0210,GEMN-0210,Blanco,GEMN-0210,12287,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0212:D0D0BACXX:4:B5,GEMN-0212,GEMN-0212,Blanco,GEMN-0212,12253,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0213:D0D0BACXX:4:G6,GEMN-0213,GEMN-0213,Blanco,GEMN-0213,12223,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0214:D0D0BACXX:4:F4,GEMN-0214,GEMN-0214,Blanco,GEMN-0214,12257,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
GEMN-0216:D0D0BACXX:4:H8,GEMN-0216,GEMN-0216,Blanco,GEMN-0216,12242,Germplasm Enhancement of Maize (GEM) Project (www.public.iastate.edu/~usda-gem/Official_Documents/GEM_Germplasm_Releases.htm)
